"Author","CSCL_1995","CSCL_1997","CSCL_1999","CSCL_2002","CSCL_2003","CSCL_2005","CSCL_2007","CSCL_2009","CSCL_2011","CSCL_2013","CSCL_2015","CSCL_2017","CSCL_2019","ICLS_1996","ICLS_1998","ICLS_2000","ICLS_2004","ICLS_2006","ICLS_2008","ICLS_2010","ICLS_2012","ICLS_2014","ICLS_2016","ICLS_2018","ICLS_2020","ISLS_2021","tBetw"
"Damelin__Daniel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3858.5,0,3858.5
"Price__Aaron",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822.33333333333,0,0,3822.33333333333
"Hammer__David",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,4,0,0,0,0,3456,0,3777
"Dubovi__Ilana",0,0,0,0,0,0,0,0,0,0,0,0,1176.16666666667,0,0,0,0,0,0,0,0,0,0,2556,0,0,3732.16666666667
"Schwarz__Baruch",0,0,0,0,0,0,96,6,0,53,0,0,0,0,0,0,0,0,2444.5,679.5,2,399,0,0,0,0,3680
"Heyd.Metzuyanim__Einat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3519,0,0,0,0,3519
"Borko__Hilda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3456,0,3456
"Barron__Brigid",0,0,0,4,0,0,0,204,0,0,0,0,0,0,0,0,108,0,3124,0,0,0,0,0,0,0.714285714285714,3440.71428571429
"Siyahhan__Sinem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9833333333333,0,0,3339.94430997709,0,0,0,0,3354.92764331042
"Levinson__Amber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3339.94430997709,0,0,0,0,3339.94430997709
"Wecker__Christof",0,0,0,0,0,0,184,0,166.449145299145,8.66666666666667,0,0,0,0,0,0,0,0,0,0,2907.93333333334,0,0,0,0,0,3267.04914529915
"Van_Horne__Katie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,24.25,3189.63441491429,0,0,3249.88441491429
"Pierson__Ashlyn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2369.65175377884,876.749999999997,3246.40175377884
"Gresalfi__Melissa",0,0,0,0,0,0,0,0,0,0,0,0,102.5,0,0,0,0,0,0,4,35,1342.12784992785,0,860,867,2,3212.62784992785
"Eberbach__Catherine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3201,0,0,0,0,0,0,3201
"Silver__Cindy_Hmelo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3189.5,0,0,3189.5
"Richards__Jennifer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3171.22716620475,2,3173.22716620475
"Jeong__Heisawn",0,0,0,0,0,0,0,0,2064.84444444444,0,0,0,381.5,0,0,0,0,0,710.5,0,0,0,0,0,0,0,3156.84444444444
"Martin__Caitlinnnedy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3124,0,0,0,0,0,0,0,3124
"Cortez__Arturo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3109.71688088752,0,3109.71688088752
"Chiu__Jennie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000.66666666667,0,3000.66666666667
"Wise__Alyssa",0,0,0,0,0,0,0,0,828,2,150,218,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,1732,0,2931.66666666667
"Wegemer__Christopher",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930.14238199332,0,2930.14238199332
"Packer__Martin_J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898.80992063492,0,0,0,0,2898.80992063492
"Kinnebrew__John_S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875.2314719566,0,0,0,0,2875.2314719566
"Martell__Sandra_Toro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2856,0,0,0,0,0,0,2856
"Kapur__Manu",0,0,0,0,0,0,2.5,0,627,0,0,0,0,0,0,0,0,9,1551.14285714286,0,1,0,645.916666666667,0,0,0,2836.55952380953
"Elinich__Karen",0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,2828.05908024294,0,0,0,0,2828.30908024294
"Radke__Sarah",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2827.76380306018,0,2827.76380306018
"Shanahan__Marie.Claire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2777.69440283471,0,2777.69440283471
"Searle__Kristin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2772.0561229804,0,2772.0561229804
"Sherin__Bruce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,56,11,0,0,0,0,2677.31092463146,0,2759.31092463146
"Ramey__Kay_E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2759,0,0,2759
"Wendell__Kristen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2738.16666666671,0,2746.16666666671
"Gupta__Ayush",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,797,0,0,1939.57620768522,0,2742.57620768522
"Bielaczyc__Katerine",0,0,0,0,0,0,0,0,113.688328929752,0,0,0,0,0,0,0,0,0,0,0,0,1975,645.916666666667,0,0,0,2734.60499559642
"Villanosa__Krystal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2686.86515890519,0,2686.86515890519
"Boyer__Kristy_Elizabeth",0,0,0,0,0,0,0,0,0,0,0,6,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,1732,942.5,2680.83333333333
"Walkoe__Janet",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2674.88639999436,0,2674.88639999436
"Luehmann__April",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2672.52569718723,0,0,0,0,2672.52569718723
"Berland__Matthew",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,5,1732,0,2655
"Vye__Nancy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,64,0,2364,0,0,0,0,2636
"Dyer__Elizabeth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2635.25787623105,0,2635.25787623105
"Svihla__Vanessa",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1645.7380952381,744,194,33,1,0,0,0,2621.7380952381
"Brennan__Karen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597,0,2597
"McDonald__Scott",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2595,0,2595
"Bricker__Leah",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2595,0,2595
"Curnow__Joe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2595,0,2595
"Coburn__Cynthia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2595,0,2595
"Dadkhahfard__Shima",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2595,0,2595
"Gribble__Jim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2595,0,2595
"Jones__Ryan_Seth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2595,0,2595
"Kim__YJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2595,0,2595
"Peel__Amanda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2595,0,2595
"Mawasi__Areej",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2585.5,7.5,2593
"Dillenbourg__Pierre",0,0,0,0,0,0,0,4,135,291,225,0,0,0,0,0,0,0,624,0,0,0,1310.25,0,0,0,2589.25
"Gane__Brian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2583,0,2583
"Kirshner__Ben",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2581.53126407906,0,0,0,0,2581.53126407906
"Lester__James_C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2562,0,2562
"Asterhan__Christa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2444.5,112.5,0,0,0,0,0,0,2557
"Kawasaki__Jarod",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2556,0.5,0,2556.5
"Rose__Carolyn_Penstein",0,0,0,0,0,0,0,1,0,0,122,0,0,0,0,0,0,0,0,0,0,2369,0,0,22,0,2514
"Stegmann__Karsten",0,0,0,0,0,0,61.6666666666667,12,1791.42186925147,69.5,0,0,0,0,0,0,0,0,573.380952380953,0,0,0,0,0,0,0,2507.96948829909
"Hand__Victoria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2471.12438672438,0,0,0,0,2471.12438672438
"Chan__Tak.Wai",0,0,0,0,0,25.6666666666667,0,0,2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2461.66666666667
"Koedinger__Ken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,98,1707.66666666667,0,0,0,0,0,2429.66666666667
"Looi__Chee_Kit",0,0,0,0,0,0,0,0,2414.91507936508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414.91507936508
"McNamara__Danielle",0,0,0,0,0,0,0,0,0,0,0,0,2156,0,0,0,1,13,0,0,0,199,0,0,0,32,2401
"Nolen__Susan_Bobbitt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2364,0,0,0,0,2364
"McLaren__Bruce",0,0,0,0,0,0,360.166666666667,4,1904,32.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300.91666666667
"Riedy__Robbin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2274.15693360187,0,2274.15693360187
"Suárez__Enrique",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2216.77607271191,0,0,2216.77607271191
"Chiu__Ming_Ming",0,0,0,0,0,0,0,0,1646,0,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,2162
"Swart__Michael",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2155,0,2155
"Kidron__Adi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2135,0,0,2135
"Edwards__Kelsey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126.4597226598,0,2126.4597226598
"Zivic__Aliza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126.4597226598,0,2126.4597226598
"Griesemer__Chris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126.4597226598,0,2126.4597226598
"Murzynski__Christina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126.4597226598,0,2126.4597226598
"Sengupta.Irving__Tesha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,1643.77904779809,0,2074.77904779809
"Widman__Sari",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.30959119999,0,2062.30959119999
"Furtak__Erin_Marie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2047.81850649351,0,3,2050.81850649351
"Hickey__Daniel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046.5,0,0,0,0,1,0,2047.5
"Farrell__Caitlin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029.61404610836,0,2029.61404610836
"Evans__Michael",0,0,0,0,0,0,0,0,816.941335310211,0,0,0,0,0,0,0,0,0,0,39,1143,0,0,0,0,0,1998.94133531021
"Nicholas__Celeste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963.25551254424,0,1963.25551254424
"Rogers__Meredith_Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963.25551254424,0,1963.25551254424
"Lindberg__Lindsay",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1653.40621733516,270.583333333333,1940.98955066849
"Radoff__Jennifer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939.57620768522,0,1939.57620768522
"Puntambekar__Sadhana",0,0,0,0,0,0,0,4,1376.5,359,5,4,7,0,0,0,0,0,0,48,0,0,95,0,0,0,1898.5
"Sinclair__Nathalie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894.5,0,0,1894.5
"Kollar__Ingo",0,0,0,0,0,0,0,0,1323.42908952639,64.6666666666667,0,0,0,0,0,0,0,0,0,0,376,0,31.5,81,0,6,1882.59575619306
"Borge__Marcela",0,0,0,0,0,0,0,0,0,0,0,9,6.5,0,0,0,0,0,0,0,0,0,2,12,1733,107,1869.5
"Herman__Phillip",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,0,0,0,0,0,0,0,1860
"Nasir__Na.ilah_Suad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831.76068736697,0,0,0,0,1831.76068736697
"Kim__Soo_Hyeon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1807.07939642001,0,1807.07939642001
"Laferriere__Therese",0,0,0,0,0,0,0,0,1678.60666169674,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752.60666169674
"Cheng__Britte",0,0,0,0,0,0,0,0,0,0,0,0,4.33333333333333,0,0,0,0,0,0,0,0,0,0,0,1732,0,1736.33333333333
"Land__Susan_M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.5,0,1732,0,1735.5
"Russell__Jennifer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732,0,1732
"Herbel.Eisenmann__Beth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732,0,1732
"Simpson__Amber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732,0,1732
"Grinath__Anna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732,0,1732
"Moore__John",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1732,0,1732
"Amato__Anna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,0,1722
"Levrini__Olivia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,0,0,1712
"Elliott__Colin_Hennessy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1665.66666666667,1665.66666666667
"Tierney__Gavin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,0,867,0,1663
"Rose__Carolyn_P.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640,0,0,0,1640
"O.Neill__D._Kevin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1632.72835497836,0,0,0,0,1636.72835497836
"Diller__Kenneth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625.80952380952,0,0,0,0,0,0,0,1625.80952380952
"van_Es__Elizabeth_A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609.79105339105,0,0,0,0,1609.79105339105
"Jacobson__Michael",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.888095238095,0,590,0,15,860,0,0,1593.8880952381
"Vickery__Morgan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581.71428571429,1581.71428571429
"Hutchins__Nicole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573.43012142509,0,1573.43012142509
"Pea__Roy",0,0,0,0,0,0,46,210,235,160,0,0,0,0,0,0,0,191,0,21,0,0,110,0,568.130356941581,0,1541.13035694158
"Abrahamson__Dor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.311904761905,0,14,6,16,1287,0,0,1508.3119047619
"Chiu__Jennifer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1484,0,0,1506
"Gravel__Brian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504.63392209182,0,1504.63392209182
"Millner__Amon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504.63392209182,0,1504.63392209182
"Tucker.Raymond__Eli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504.63392209182,0,1504.63392209182
"Bywater__Jim_P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1484,0,0,1484
"Bell__Adam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462.75696131602,0,1462.75696131602
"Fields__Deborah",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,210,0,0,499.997619047619,0,0,731.489860668807,0,1443.48747971643
"Hong__Huang.Yao",0,0,0,0,0,0,0,12,1372,0,0,0,36.1666666666667,0,0,0,0,0,5,3,1,0,0,0,0,0,1429.16666666667
"Ko__Monlin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415.45964709522,0,0,1415.45964709522
"Dascalu__Mihai",0,0,0,0,0,0,0,0,0,0,12,3,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,1415
"Roschelle__Jeremy",0,0,0,0,0,0,0,0,554,4,0,0,0,0,0,0,6,400,56,0,386,0,0,0,4,0,1410
"Ha.klev__Stian",0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,1400
"Erete__Sheena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,1400
"Magnifico__Alecia_Marie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355.80188729399,0,0,0,0,1355.80188729399
"Kelly__Annie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329.01963827251,0,1329.01963827251
"Manz__Eve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,0,1296
"Gibbons__Lynsey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,0,1296
"Scardamalia__Marlene",0,0,0,0,0,0,9,0,606.457368844514,0,0,512.333333333333,105.666666666667,0,0,0,0,0,8,0,0,0,54,0,0,0,1295.45736884451
"Stahl__Gerry",0,0,0,0,0,0,0,10,828,8,2,0,0,0,0,0,26,0.6,23,396,0,0,0,0,0,0,1293.6
"Pugh__Priya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291.5,0,1291.5
"Maltese__Adam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,0,0,1287
"Nasir__Na.ilah",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279.98973484185,0,1279.98973484185
"Madeira__Cheryl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.03333333333,0,0,0,0,0,1261.03333333333
"Jayathirtha__Gayithri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.9580753353973,1193.32918938906,0,1245.28726472446
"Parikh__Tapan_S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.82153622015,0,1240.82153622015
"Lopez__M._Lisette",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.82153622015,0,1240.82153622015
"Wong__Jacqueline",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,0,0,0,0,0,0,0,1230
"Weinberger__Armin",0,0,0,0,0,0,165.666666666667,0,0,9,6,0,0,0,0,0,0,0,1036.88095238095,0,0,0,0,0,0,0,1217.54761904762
"Severance__Samuel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209.0787844424,0,0,0,0,1209.0787844424
"Asterhan__Christa_S._C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,0,0,0,0,1191
"Thompson__Kate",0,0,0,0,0,0,0,0.5,135,12,23.8,0,0,0,0,0,0,0,0,0,886.999999999998,0,0,0,87,0,1145.3
"Zhang__Jianwei",0,0,0,0,0,0,0,0,434.103033605716,1,2,400.5,117,0,0,0,0,0,0,0,0,0,110,10,15,51.5,1141.10303360572
"Lester__James",0,0,0,0,0,0,0,0,0,0,0,0,4.53333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1123.8,1128.33333333333
"Pinkwart__Niels",0,0,0,0,0,10.6666666666667,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110.66666666667
"Trausan.Matu__Stefan",0,0,0,0,0,0,0,0,1101,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108
"Kohen.Vacs__Dan",0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100
"Leary__Heather",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079.25126022187,0,0,0,0,1079.25126022187
"Sharma__Kshitij",0,0,0,0,0,0,0,0,0,0,225,90,612,0,0,0,0,0,0,0,0,0,5,117,0,0,1049
"Pham__Josephine_H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047.52482877463,0,1047.52482877463
"McGee__Steven",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,796,0,0,15,209,1036
"Vasudevan__Veena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,1025
"Shea__Molly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003.7222943723,0,0,0,0,1003.7222943723
"Steinkuehler__Constance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,979,0,0,0,0,0,0,985
"Halle.Erby__Kyle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975.241024777483,0,975.241024777483
"Krajcik__Joe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966.5,0,0,966.5
"Xiao__Sihan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,433,0,963
"Hod__Yotam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,218,10,1,131,957
"Fofang__Janet_Shufor_Bih_epse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949.404314951215,0,949.404314951215
"Walton__Margaret",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949.404314951215,0,949.404314951215
"Lee__Christine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677.628966348955,0,215,892.628966348955
"McNeill__Katherine_L.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,867,0,871
"Clarke.Midura__Jody",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,2.16666666666667,867.166666666667
"Quintana__Rebecca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,867
"Weidler.Lewis__Joanna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,867
"Worsley__Marcelo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,867
"Farris__Amy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,867
"Turpen__Chandra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,867
"Galloway__Emily_Phillips",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,867
"Kayumova__Shakhnoza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,867
"Byrne__Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,867
"Rodgers__Aireale_J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,867
"Sandoval__Carlos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,867
"Kato__Hiroshi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,865
"Kubota__Yoshihiko",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,865
"Martinez.Maldonado__Roberto",0,0,0,0,0,0,0,0,0,0,863.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863.8
"Goldman__Susan_R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0,0,860
"Berland__Leema_K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0,0,860
"Littrell.Baez__Megan_K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0,0,860
"Searle__Kristin_A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0,0,860
